Fuel Type Code,Station Name,Street Address,Intersection Directions,city,State,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Open_Date
ELEC,PUR,7172-7210 San Ramon Rd,SOFI DUBLIN 01,Dublin,CA,Public,24 hours daily,,2,,
ELEC,UCSD,304 Medical Center Dr,ECPS EAST; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.,San Diego,CA,Public,24 hours daily,,2,,
ELEC,CARPINTERIA,5775 Carpinteria Ave,CITY HALL 01; In front of Sheriff's Office,Carpinteria,CA,Public,24 hours daily,,2,,
ELEC,CITY OF VENTURA,519-599 E Santa Clara St,DOWNTOWN PS 4; -,Ventura,CA,Public,24 hours daily,,2,,
ELEC,CMHS,75 N Brent St,STATION 2; At 1st Level in Parking Garage,Ventura,CA,Public,24 hours daily,,2,,
ELEC,WAVES MDR,13700 Tahiti Way,13700 TAHITI; -,Marina del Rey,CA,Public,24 hours daily,,2,,
ELEC,303-333 GARAGE,303 N Glenoaks Blvd,303 N GLENOAKS; -,Burbank,CA,Public,24 hours daily,,2,,
ELEC,EV CHARGER,2225 Sharon Rd,SHARON APT. EV; In back of Apartment Building,Menlo Park,CA,Public,24 hours daily,,2,,
ELEC,CMHS,85 N Brent St,STATION 1; 2nd Level Parking Garage,Ventura,CA,Public,24 hours daily,,2,,
ELEC,CARPINTERIA,499 Linden Ave,"499 LINDEN
AMTRAK & BEACH",Carpinteria,CA,Public,24 hours daily,,4,,
ELEC,AMADORPLAZA,6690 Amador Plaza Rd,PLAZA_2; -,Dublin,CA,Public,24 hours daily,,2,,
ELEC,10UCP,10 Universal Hollywood Dr,"PRKG LVL 5 - A; Station is located in restricted lot
PRKG LVL 5 - B; Station is located within a restricted lot
PRKG LVL 5 - C; Station is located in restricted Lot
PRKG LVL 5 - D; Station is located within a restricted lot
PRKG LVL 5 - E; Station is located within a restricted lot",Universal City,CA,Public,24 hours daily,,10,,
ELEC,TOWERS AT SHORE,201 Redwood Shores Pkwy,"201 STATION 1; -
201 STATION 2; -",Redwood City,CA,Public,24 hours daily,,4,,
ELEC,MILLBRAE,446 Broadway,"446 BROADWAY #1; Entrance from El Camiino and Broadway
446 BROADWAY #2; Entrance from El Camino or Broadway",Millbrae,CA,Public,24 hours daily,,4,,
ELEC,SHOREBREEZE,275 Shoreline Dr,"275 STATION 1; -
275 STATION 2; -",Redwood City,CA,Public,24 hours daily,,4,,
ELEC,SHOREBREEZE,255 Shoreline Dr,"255 STATION 1; On Level 1
255 STATION 2; On level 1",Redwood City,CA,Public,24 hours daily,,4,,
ELEC,HUDSON 555 TWIN,555 Twin Dolphin Dr,"555 STATION 1; -
555 STATION 2; -",Redwood City,CA,Public,24 hours daily,,4,,
ELEC,ALTERRA PRAVADA,8727 Fletcher Pkwy,STATION 117 118; -,La Mesa,CA,Public,24 hours daily,,2,,
ELEC,SAN MANUEL,777 San Manuel Boulevard,"SM CASINO 1; -4th Floor
SM CASINO 2; -
SM CASINO 3; -4th Floor
SM CASINO 4; -
SM CASINO 5; -4th Floor",Highland,CA,Public,24 hours daily,,10,,
ELEC,ALTERRA PRAVADA,8615 Fletcher Pkwy,"STATION 426 428; -
STATION 430 432; -",La Mesa,CA,Public,24 hours daily,,4,,
ELEC,IRVINE  CO  OFC,4275 Executive Square,"EXEC SQ 4275 01; Stations are in the 4275 Parking Garage on L1 near the elevator.
EXEC SQ 4275 02; Stations are in the 4275 Parking Garage on L! near the elevator.",San Diego,CA,Public,24 hours daily,,3,,
ELEC,CASA MIRA EV,11195 Westview Pkwy,"CHARGER #3; Parking garage 
STATION #1; Parking Garage
STATION #2; Parking Garage 
STATION #4; Parking garage
STATION #5; Parking garage",San Diego,CA,Public,24 hours daily,,10,,
ELEC,REDSTONE,4041 MacArthur Blvd,"EV STATION 01; Near entrance of parking structure
EV STATION 02; Near entrance of parking structure",Newport Beach,CA,Public,24 hours daily,,4,,
ELEC,HUDSON 1740 TEC,1740 Technology Dr,"1740 STATION 1; -
1740 STATION 2; 1st Floor Garage",San Jose,CA,Public,24 hours daily,,4,,
ELEC,HUDSON CONCOURS,1731 Technology Dr,"CONCOURSE 1; Indoor garage near elevator
CONCOURSE 2; Lower level near elevators
CONCOURSE 3; Lower level near elevators",San Jose,CA,Public,24 hours daily,,6,,
ELEC,UCSD,Medical Center Dr,"ATHENA EV1; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.
ATHENA EV2; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.
ATHENA EV3; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.
ATHENA EV4; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.
ATHENA EV5; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.
ATHENA EV6; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.",San Diego,CA,Public,24 hours daily,,12,,
ELEC,IRVINE  CO  OFC,15535 Sand Canyon,"SCBC 15535 02; Stations are in front of the 15535 Building.
SCBC 15535 03; Stations are in front of the 15535 Building",Irvine,CA,Public,24 hours daily,,4,,
ELEC,HUDSON GATEWAY,2045 Gateway Pl,"BLDG 2 UNIT 1; Indoor parking garage
BLDG 2 UNIT 3; Near elevators",San Jose,CA,Public,24 hours daily,,4,,
ELEC,HUDSON CONCOURS,1741 Technology Dr,CONCOURSE 4; First floor near entrance,San Jose,CA,Public,24 hours daily,,2,,
ELEC,ESSEX,3700 Beacon Ave,"PARAGON 1
PARAGON 2",Fremont,CA,Public,24 hours daily,,4,,
ELEC,HPD,319 N Douty St,HFD PD CITY HAL; -,Hanford,CA,Public,24 hours daily,,2,,
ELEC,CITY OF DOWNEY,8201 2nd St,PARKINGSTRUCTUR; Located in the parking lot,Downey,CA,Public,24 hours daily,,2,,
ELEC,ESSEX,19900-19918 Olivewood St,POINTE; -,Cupertino,CA,Public,24 hours daily,,2,,
ELEC,STATION 1,7250 Redwood Blvd,WOODSIDE; Lower Parking Lot,Novato,CA,Public,24 hours daily,,2,,
ELEC,HUDSON GATEWAY,2005 Gateway Pl.,"BLDG 1 UNIT 1; On roof of garage
BLDG 1 UNIT 2; On roof of parking garage",San Jose,CA,Public,24 hours daily,,4,,
ELEC,HUDSON GATEWAY,2045 Gateway,BLDG 2 UNIT 2; -,San Jose,CA,Public,24 hours daily,,2,,
ELEC,HUDSON CONCOURS,1735 Technology Dr,CONCOURSE 5; First level near security office,San Jose,CA,Public,24 hours daily,,2,,
ELEC,HUDSON CONCOURS,1741 Technology,CONCOURSE 6; First floor near entrance,San Jose,CA,Public,24 hours daily,,2,,
ELEC,CPLEVSTATIONS,3855 S Figueroa St,EV2; garage level A,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,CPLEVSTATIONS,631-799 Exposition Park Dr,EV3; garage level A,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,PROMETHEUS,10159 S Blaney Ave,BILTMORE; -,Cupertino,CA,Public,24 hours daily,,2,,
ELEC,EV LOFTS GREYST,688 13th St,STATION 01; Located on P1 floor,San Diego,CA,Public,24 hours daily,,2,,
ELEC,THE BLOC,700 S Flower St,"STATION 2; 7 th floor parking garage
STATION 3; 7 th floor parking garage
STATION 4; Parking garage 5 th floor",Los Angeles,CA,Public,24 hours daily,,6,,
ELEC,3075,3043 Townsgate Rd,"COMMON 3; -
COMMON 4; -
COMMON 5; -",Westlake Village,CA,Public,24 hours daily,,6,,
ELEC,ORACLE SCA,4090 network circle,"SCA09-001
SCA09-002",Santa Clara,CA,Public,24 hours daily,,4,,
ELEC,BROOKFIELD WEST,355 S Grand Ave,"WFC 355 P3 02; Station is a 355 S. Grand at P3.
WFC 355 P4 01; GARAGE PARKING RATES APPLY: Statons are on P4 of the parking garage
WFC 355 P4 02; Stations are on P4 of the 355 S. Grand Ave Parking Garage.",Los Angeles,CA,Public,24 hours daily,,6,,
ELEC,REDWOOD EV,1771 N McCadden Pl,"JEFFERSON 1; Floor L2
JEFFERSON 2; Floor L2",Los Angeles,CA,Public,24 hours daily,,4,,
ELEC,MADERA COUNTY,200 N G St,"GC-1ST FLOOR; Located in the Madera County building parking structure on the first floor.  Designated Disabled Parking Only.  
GC-2ND FLOOR; Located in Madera County Building parking structure on the 2nd floor.",Madera,CA,Public,24 hours daily,,4,,
ELEC,MADERA COUNTY,14190 Rd 28,"RD 28 CAMPUS-E; Trail way is Also called Rd. 28, parking lot is approx. 300 ft north of 14th Ave. on Rd 28 on east side.  EV station is located in the south east corner of the lot.",Madera,CA,Public,24 hours daily,,2,,
ELEC,COC EV CHARGING,735 Public Safety Way,CORPORATE YARD1; -,Corona,CA,Public,24 hours daily,,,2,
ELEC,GRANVILLE HOMES,1560 Fulton Street,THE LEDE,Fresno,CA,Public,24 hours daily,,2,,
ELEC,CENTURY PARK,2000 Avenue of the Stars,"AOS EV BAY 2-1; Stations are on P1 near the 2000 AOS Escalator.
AOS EV BAY 3; Enter garage and proceed to P1 and follow signs.
AOS EV BAY 4; Enter garage and proceed to P1 and follow signs.
AOS EV BAY 5; -
AOS EV BAY 6; Enter garage and proceed to P1 and follow signs.
AOS EV BAY 7; -
AOS EV BAY 9-8; -",Los Angeles,CA,Public,24 hours daily,1,9,,
ELEC,PARKING LOT 215,2201 Blue Gum Ave Parking Lot 215 south curb,CPLOT215SOUTH; South curb of parking lot 215 in front of the building.,Modesto,CA,Public,24 hours daily,,2,,
ELEC,DOMAIN WEHO,7141 Santa Monica Blvd,"W HOLLYWOOD ST1
W HOLLYWOOD ST2
W HOLLYWOOD ST3",West Hollywood,CA,Public,24 hours daily,,6,,
ELEC,ESSEX,1106 N Detroit St,"THE DYLAN 1; -
THE DYLAN 2; -
THE DYLAN 3; -",West Hollywood,CA,Public,24 hours daily,,6,,
ELEC,BROOKFIELD WEST,333 S Grand Ave,"WFC 333 P4 01; Staitons are on P4 of the 333 S. Grand Parking Garage.
WFC 333 P4 02; Stations are on P4 of the 333 . Grand Parking Garage",Los Angeles,CA,Public,24 hours daily,,4,,
ELEC,GARAGE,9045 Lincoln Blvd,"OTIS COLLEGE 1; Enter from La Tijera, on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.
OTIS COLLEGE 2; Enter from La Tijera, on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.
OTIS COLLEGE 3; Enter from La Tijera, on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.
OTIS COLLEGE 4; Enter from La Tijera, on far wall from garage entrance. Available to public 8a-8p, please obtain parking pass from security.",Los Angeles,CA,Public,24 hours daily,,8,,
ELEC,JOHN HANCOCK,2130 Main St,"2130 MAIN ST 1; 1 st floor parking garage 
2130 MAIN ST 2; 1st floor parking garage 
2130 MAIN ST 3; 1st floor parking garage",Irvine,CA,Public,24 hours daily,,6,,
ELEC,3059,3059 Townsgate Rd,COMMON 2,Westlake Village,CA,Public,24 hours daily,,2,,
ELEC,HUDSON 333 TWIN,333 Twin Dolphin Dr,STATION 2,Redwood City,CA,Public,24 hours daily,,2,,
ELEC,3075,3043 Townsgate Rd,COMMON 6; -,Thousand Oaks,CA,Public,24 hours daily,,2,,
ELEC,IRVINE  CO  OFC,15485 Sand Canyon Ave,SCBC 15495 05; Stations are adjacent to the 15495 Bldg.,Irvine,CA,Public,24 hours daily,,2,,
ELEC,MADERA COUNTY,Trail Way,RD 28 CAMPUS-W; Trail way is also called Rd 28.  Parking lot is approx 300 ft north of 14th Ave. on Rd 28 on the east side.  EV system is located in the south east corner of the lot.,Madera,CA,Public,24 hours daily,,2,,
ELEC,ESSEX,333 Main St,"TOWNSHIP 1; -
TOWNSHIP 2; -",Redwood City,CA,Public,24 hours daily,,2,,
ELEC,ESSEX,175 Baypointe Pkwy,"ENSO STATION 1; -
ENSO STATION 2; -
ENSO STATION 3; -
ENSO STATION 4; -
ENSO STATION 5; -",San Jose,CA,Public,24 hours daily,,10,,
ELEC,DESOTO,20900 Ventura Blvd,VENTURA 1,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,LOMA LINDA UNIV,11283 Campus St,"P3 PATIENT 1; Located on level 1 of the parking garage
P3 PATIENT 2; Located on level 1 of the parking garage
P3 PATIENT 3; Located on level 1 of the parking garage
P3 PATIENT 4; Located on level 1 of the parking garage
P3 PATIENT 5; Located on level 1 of the parking garage
P3 PATIENT ADA; Located on level 1 of the parking garage",Loma Linda,CA,Public,24 hours daily,,11,,
ELEC,IRVINE  CO  OFC,131 Theory,"131 THEORY 01; Stations are at the NW corner of the 131 Theory building.
131 THEORY 02; Stations are at the NW corner of the 131 Theory building.",Irvine,CA,Public,24 hours daily,,3,,
ELEC,24TH ST  PARKIN,245 W. 24th St,"EPSEV 1
EPSEV 10
EPSEV 11
EPSEV 12
EPSEV 13
EPSEV 3
EPSEV 4
EPSEV 5
EPSEV 6
EPSEV 7
EPSEV 8
EPSEV 9",Los Angeles,CA,Public,24 hours daily,,22,,
ELEC,C S L,1550 N El Centro Ave,LVL 1 STATION 3; RESTRICTED USE: Stations are for use by Proper Residences Only.,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,114 PACIFICA,114 Pacifica,"STATION 1
STATION 2",Irvine,CA,Public,24 hours daily,,4,,
ELEC,ORCHARD PARKING,23839-23851 McBean Pkwy,STATION 1,Santa Clarita,CA,Public,24 hours daily,,2,,
ELEC,211 OCEAN,211 E Ocean Blvd,"PARKING A 001; Located on Parking Level A; Additional Parking Fees Apply; Parking Lot Hours are 7:00AM to 6:00PM
PARKING A 002; Located on Parking Level A; Additional Parking Fees Apply; Garage Hours are 7:00AM to 6:00PM",Long Beach,CA,Public,24 hours daily,,4,,
ELEC,PUBLIC STATIONS,3710 Capitol Ave,CAPITOL AVE #04; -,Fremont,CA,Public,24 hours daily,,2,,
ELEC,BASEMENT LEVEL,270 Brannan St,"270 STATION 1; -
270 STATION 2; -",San Francisco,CA,Public,24 hours daily,,4,,
ELEC,UDR,399 Fremont St,"120-121; -
122-123; -
124-125; -
399 FREMONT 85; -
78-79; -
80-81; -
82-83; -
HP, FLOOR 1; Handicapped spot",San Francisco,CA,Public,24 hours daily,,15,,
ELEC,LBA REALTY,550 S Hope St,"KPMG 1; 3rd floor of the parking garage
KPMG 2; P3 of parking garage
KPMG 3; -
KPMG 4; 3rd floor of garage",Los Angeles,CA,Public,24 hours daily,,8,,
ELEC,SANTANA ROW,3098 Olsen Dr,"P1 CHARGER2; Level P1 unit 2
P1 CHARGER3; Level P1 unit 3
P1 CHARGER4 GW; Level P1 charger #4
P1 CHARGER5; Level P1 unit 5
P1 CHARGER7; Level P1 unit 7
P1 CHARGER8; Level P1 unit 8
P1 CHARHGER1; Level P1 unit 1",San Jose,CA,Public,24 hours daily,,14,,
ELEC,SEPCENTER,3415 S Sepulveda Blvd,"EV1; !!SEPARATE CHARGE  FOR PARKING AT THIS LOCATION!!
EV2; !!SEPARATE CHARGE  FOR PARKING AT THIS LOCATION!!",Los Angeles,CA,Public,24 hours daily,,4,,
ELEC,THE COVE EV,171 Oyster Point Blvd,"171 OYSTER 2; Building 4
171 OYSTER 3; Building 4
171 OYSTER 4; Building 4
171 OYSTER 5; Building 4
171 OYSTER 6; Building 4
171 OYSTER 7; Building 4
171 OYSTER 8; Building 4",South San Francisco,CA,Public,24 hours daily,,13,,
ELEC,SANTANA ROW,3088 Olsen Dr,P1 CHARGER6; Level P1 unit 6,San Jose,CA,Public,24 hours daily,,2,,
ELEC,CITY OWNED,14280 Peyton Dr,"COMMUNITY CTR 1; Chino hills community center north parking lot
COMMUNITY CTR 2; Chino hills community center north parking lot",Chino Hills,CA,Public,24 hours daily,,4,,
ELEC,BOARDWALK,7441 Edinger Ave,"BOARDWALK # 1; Outside Pool
BOARDWALK # 2; Outside Pool",Huntington Beach,CA,Public,24 hours daily,,4,,
ELEC,24TH ST  PARKIN,2324 S Grand Ave,EPSEV 2; -,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,CBW PROPERTIES,511 Central Ave,"SV-1; Back, South-West corner of property",Mountain View,CA,Public,24 hours daily,,2,,
ELEC,ASPECT APTS,215 E Orangefair Mall,"ALLIANCE ST1
ALLIANCE ST2",Fullerton,CA,Public,24 hours daily,,4,,
ELEC,ASPECT APTS,217 E Orangefair Mall,"ALLIANCE ST3
ALLIANCE ST4; East Building 4th Floor",Fullerton,CA,Public,24 hours daily,,4,,
ELEC,CPW GARAGE,10250 Santa Monica Blvd,"#1; Entrance to the garage is at the intersection of Century Park West and Constellation Blvd. Turn right after entering the garage. The Chargers are located on level A.
#2; Entrance to the garage is at the intersection of Century Park West and Constellation Blvd. Turn right after entering the garage. The Chargers are located on level A.
#3; Entrance to the garage is at the intersection of Century Park West and Constellation Blvd. Turn right after entering the garage. The Chargers are located on level A.",Los Angeles,CA,Public,24 hours daily,,6,,
ELEC,CITY OWNED,13952 City Center Dr,CITY; Southwest side of parking structure,Chino Hills,CA,Public,24 hours daily,,2,,
ELEC,IRVINE  CO  OFC,3 Ada,"LBP 3 ADA 01; Stations are on the South side of the 3 Ada building.
LBP 3 ADA 02; Stations are on the South side of the 3 Ada building.
LBP 3 ADA 03; Stations are on the South side of the 3 Ada building.",Irvine,CA,Public,24 hours daily,,5,,
ELEC,UCSD,304 Medical Center Dr,ECPS WEST; UCSD Parking Permit Required. POWER SHARING: Slower charging when both ports are in use.,La Jolla,CA,Public,24 hours daily,,2,,
ELEC,DE 12100,12100 Wilshire Blvd,STATION 1; Located on level P-1 of the parking garage,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,PARKING LEVEL 1,6100 Wilshire,LVL 2 STATION; P1,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,BROADWAY MGT,1151 Harbor Bay Pkwy,1151 GATEWAY L2; In front of REJ Electric Inc,Alameda,CA,Public,24 hours daily,,2,,
ELEC,SDC STATION 1,9109 E 8th St,"SDC 2; At front of building
SDC GATEWAY; At front of building",Rancho Cucamonga,CA,Public,24 hours daily,,3,,
ELEC,LCF PARK&RIDE;,1310 Foothill Blvd,LCF EV STATION1; Inside LCF Overpass Parking Lot,La Ca̱ada Flintridge,CA,Public,24 hours daily,,2,,
ELEC,CITYOFSANRAFAEL,901 A St,3RD & A GARAGE2; -,San Rafael,CA,Public,24 hours daily,,2,,
ELEC,PLEASANTONEVSTN,7001 Pleasanton Ave,BERNAL PARK; Located in westside parking lot near the restrooms,Pleasanton,CA,Public,24 hours daily,,2,,
ELEC,IRVINE  CO  OFC,5492-5598 Lafayette St,SCG 2550 GAW 05; Located on the east side of the building,Santa Clara,CA,Public,24 hours daily,,2,,
ELEC,CPEX,16118 4S Ranch Pkwy,4S RANCH L2; -,San Diego,CA,Public,24 hours daily,,2,,
ELEC,C S L,1550-1598 N El Centro Ave,LVL 1 STATION 2; RESTRICTED USE: Stations are for Proper Residences only.,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,THE PARK DTLA,221 S. Figueroa,STATION2; next to car wash Parking Rates Apply for None Tenant in addition to station fee,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,THE COVE EV,151 Oyster Point Blvd,"151 OYSTER 1; Building 3
151 OYSTER 2; Building 3
151 OYSTER 3; Building 3
151 OYSTER 4; Official address will be 151 Oyster Point Blvd",South San Francisco,CA,Public,24 hours daily,,6,,
ELEC,UC IRVINE,4502-4564 Campus Dr,"SSPS G FLR 01; -
SSPS G FLR 02
SSPS G FLR 03; -
SSPS G FLR 04; Pump2Plug Members Receive a 100% Discount on this station.
SSPS G FLR 05
SSPS G FLR 06; -
SSPS G FLR 07
SSPS G FLR 08
SSPS G FLR 09
SSPS G FLR 10
SSPS G FLR 11; Stations are on Level G
SSPS G FLR 12
SSPS G FLR 13
SSPS G FLR 14",Irvine,CA,Public,24 hours daily,,28,,
ELEC,CFS,10152-10198 Meanley Dr,CFS CFSDBDPH; Behind building halfway,San Diego,CA,Public,24 hours daily,,,1,
ELEC,HCP SD,25405 Hancock Ave,"WALSH MED GAR; Located in the garage on the right side of the entrance
WALSH MEDICAL; The station is located by the driveway",Murrieta,CA,Public,24 hours daily,,4,,
ELEC,UC IRVINE,4302 Campus Dr,"SSPS 3RD FLR 03; These stations offer a Level 2 charge, they are on Level 3 of the SSPS.
SSPS 3RD FLR 04; These stations offer an L2 charge, and are on Level 3 of the SSPS.
SSPS 3RD FLR 05; These stations offer an L2 charge, and are on Level 3 of the SSPS.",Irvine,CA,Public,24 hours daily,,6,,
ELEC,UC IRVINE,3901-3935 Pereira Dr,"SCPS 2ND FLR 06; Stations offer a Level 1 charge, and are on Level 2 of SCPS.",Irvine,CA,Public,24 hours daily,,2,,
ELEC,UC IRVINE,4002 Mesa Rd,"MPS 1ST FLR 04; Stations are on the 1st floor of the Mesa Parking Structure.
MPS 1ST FLR 05
MPS 1ST FLR 06
MPS 1ST FLR 07",Irvine,CA,Public,24 hours daily,,8,,
ELEC,UC IRVINE,113 Pereira Dr,SCPS 2ND FLR 04; Stations offer a Level 1 charge and are on Level 2 of the SCPS.,Irvine,CA,Public,24 hours daily,,2,,
ELEC,HAMPTON NAPA,935 Hartle Ct,"HISNAPA1; Front of building
HISNAPA2; Front of building",Napa,CA,Public,24 hours daily,,4,,
ELEC,UC IRVINE,4502 Campus Dr,"SSPS G FLR 15; Floor G stations
SSPS G FLR 16",Irvine,CA,Public,24 hours daily,,4,,
ELEC,CPEX,124 s. Mission rd.,FALLBROOK; -,Fallbrook,CA,Public,24 hours daily,,2,,
ELEC,DGS MAIN,1517 11th St,"LOT 50 STATION1; -Monhtly Parkers only
LOT 50 STATION2; -Monthly Parkers Only
LOT 50 STATION3; -Monthly Parkers Only
LOT 50 STATION4; -Monthly Parkers Only
LOT 50 STATION5; -Monthly Parkers Only
LOT 50 STATION6; -Monthly Parkers Only ADA Reserve
LOT 50 STATION7; -Monthly Parkers Only
LOT 50 STATION8; -Monthly Parkers Only
LOT 50 STATION9; -Monthly Parkers Only",Sacramento,CA,Public,24 hours daily,,13,,
ELEC,LVK PARKING,680 Terminal Cir,B - SOLAR ARRAY; Airport Administration Parking Lot NE Corner Under Solar Array,Livermore,CA,Public,24 hours daily,,2,,
ELEC,EAST PARKING,734 Fairmount Ave S,"6TH FLOOR 1; Roof Level
6TH FLOOR 2; Roof Level
6TH FLOOR 3; Roof Level
DOCTOR PRKNG 1; Doctors Parking
IST FLOOR 1; Level 1 next to Stair 3",Pasadena,CA,Public,24 hours daily,,10,,
ELEC,SENDERO,1701 Gateway Pl,BUILDING 11 #1,Rancho Mission Viejo,CA,Public,24 hours daily,,2,,
ELEC,THE COVE EV,101 Oyster Point Blvd,"171 OYSTER 1; Building 4
GL1 1; Ground floor
GL1 2; Garage level 2
GL1 3; Garage level 2
GL1 4; Garage level 2
GL2 1; Garage level 2 GW
GL2 2; Garage level 2
GL2 3; Garage level 2
GL2 4; Garage level 2
GL2 5; Garage level 2
GL2 6; Garage level 2
GL2 7; Garage level 2
GL2 8; Garage level 2 
GL2 9; Garage level 2
GL3 10; Garage Level 3
GL3 1; Garage level 3
GL3 2; 3rd floor garage 
GL3 3; 3rd floor garage
GL3 4; 3rd level garage
GL3 5; Garage level 3
GL3 6; Garage level 3
GL3 7; Garage level 3
GL3 8; Garage level 3
GL3 9; Garage level 3",South San Francisco,CA,Public,24 hours daily,,47,,
ELEC,3196,3190 S Higuera St,3196-3220 #1,San Luis Obispo,CA,Public,24 hours daily,,2,,
ELEC,1301 DOVE,1301 Dove St,1301 DOVE ST 01; Station is on the south side of the building.,Newport Beach,CA,Public,24 hours daily,,2,,
ELEC,GRATON CASINO,288 Golf Course Drive,"SELF PARK L2 2; Graton Casino Parking Garage (L2 2)
VALET DC1; ChargePoint BMW & VW Express Corridor Location",Rohnert Park,CA,Public,24 hours daily,,2,2,
ELEC,UC IRVINE,3901 Pereira Dr,"SCPS 2ND FLR 05; These stations offer a Level 1 charge, they are on Level 2 of the SCPS.",Irvine,CA,Public,24 hours daily,,2,,
ELEC,UC IRVINE,651 E Peltason Dr,"APS FLR 1 L1 23; -
APS FLR 1 L1 24; -
APS FLR 1 L1 25; -
APS L2 01; Stations are on the first floor of the parking garage.
STATION 10; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 2; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 3; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 4; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 5; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 6; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 7; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 8; Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project
STATION 9; Located in a parking garage with fee based access",Irvine,CA,Public,24 hours daily,,16,,
ELEC,UC IRVINE,35-63 E Peltason Dr,"APS FLR 1 L1 21
APS FLR 1 L1 22; -",Irvine,CA,Public,24 hours daily,,4,,
ELEC,HCP SD,15725 Pomerado Road,GATEWAY MEDICAL; Located in the east parking lot by the courtyard,Poway,CA,Public,24 hours daily,,2,,
ELEC,UCSD,Pangea Parking Structure Scholars Dr N,"PANGEA 5-1; UCSD Parking Permit Required. Located south next to entrance. POWER SHARING: Slower charging when both ports are in use.
PANGEA 5-3; UCSD Parking Permit Required. Located east side next to accessible parking stall. POWER SHARING: Slower charging when both ports are in use.",San Diego,CA,Public,24 hours daily,,4,,
ELEC,LOT M,9001 Stockdale Hwy,"LOT M- 1; -
LOT M- 2; -",Bakersfield,CA,Public,24 hours daily,,4,,
ELEC,HOAG   HOSPITAL,16305 Sand Canyon,"HHCI - SC 1; Located in the lot behind the building
HHCI - SC 2; Located behind the building
HHCI - SC 3; Located behind the building",Irvine,CA,Public,24 hours daily,,6,,
ELEC,PLAYA VISTA,12035 E Waterfront Dr,"CAMPUS 01
CAMPUS 02; -
CAMPUS 03
CAMPUS 04
CAMPUS 05",Los Angeles,CA,Public,24 hours daily,,10,,
ELEC,10100 SM BLVD,10100 Santa Monica Blvd,"ANNEX L; Annex parking structure
ANNEX R; Annex parking structure
TOWER L; Valet parking area
TOWER R; Valet parking area",Los Angeles,CA,Public,24 hours daily,,8,,
ELEC,BUILDING 2,195 Champion Ct,"B2 EV #1; -
B2 EV #2; -
B2 EV #3; -",San Jose,CA,Public,24 hours daily,,6,,
ELEC,LVK PARKING,636 Terminal Cir,A -SOLAR ARRAY; Airport Administration Parking Lot NE Corner Under Solar Array,Livermore,CA,Public,24 hours daily,,2,,
ELEC,CPEX,1275 Main St,RAMONA LIBRARY; -,Ramona,CA,Public,24 hours daily,,2,,
ELEC,THE PARK DTLA,221 s. Figueroa st.,STATION 1; near car wash Parking Rates Apply for None Tenant in addition to station fee,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,MCWD,920 2nd Avenue,IMJIN OFC PARK; -,Marina,CA,Public,24 hours daily,,2,,
ELEC,CNTYOFRIVERSIDE,4060 County Circle Dr.,"DPSS ADM DC; -
DPSS ADM LEV 2; -",Riverside,CA,Public,24 hours daily,,2,1,
ELEC,APOLLO,2120 Park Pl,"2120 PARK PL 1
2120 PARK PL 2",El Segundo,CA,Public,24 hours daily,,4,,
